# mode=adp T=8.0 Ts=0.01 dt=0.002 K=800 plant_ticks=3994 wall_ms=8001 plant_late_max_us=2101
# freq_hz=200000000 ctrl_cpu=0 plant_cpu=1 micropython=1.24.0
# exec_us avg=561.1 max=607 | tick_us(incl log/gc) avg=917.6 max=4552 | Ts_us=10000
k,y,u,exec_us,tot_us
770,-0.000000,-0.00000,556,3641
771,-0.000000,-0.00000,557,607
772,-0.000000,-0.00000,572,625
773,-0.000000,-0.00000,583,636
774,-0.000000,-0.00000,561,614
775,-0.000000,-0.00000,566,615
776,-0.000000,-0.00000,547,596
777,-0.000000,-0.00000,559,611
778,-0.000000,-0.00000,552,603
779,-0.000000,-0.00000,575,626
780,-0.000000,-0.00000,562,3648
781,-0.000000,-0.00000,565,618
782,-0.000000,-0.00000,553,605
783,-0.000000,-0.00000,586,639
784,-0.000000,-0.00000,555,605
785,-0.000000,-0.00000,557,609
786,-0.000000,-0.00000,566,617
787,-0.000000,-0.00000,563,615
788,-0.000000,-0.00000,554,604
789,-0.000000,-0.00000,571,625
790,-0.000000,-0.00000,561,3645
791,-0.000000,-0.00000,572,626
792,-0.000000,-0.00000,565,614
793,-0.000000,-0.00000,580,631
794,-0.000000,-0.00000,544,595
795,-0.000000,-0.00000,543,594
796,-0.000000,-0.00000,554,606
797,-0.000000,-0.00000,558,609
798,-0.000000,-0.00000,569,619
799,-0.000000,-0.00000,594,642
# done
