# mode=rbf T=30.0 Ts=0.01 dt=0.002 K=3000 plant_ticks=15018 wall_ms=30050 plant_late_max_us=3548
# freq_hz=200000000 ctrl_cpu=0 plant_cpu=1 micropython=1.24.0
# exec_us avg=2922.9 max=2993 | tick_us(incl log/gc) avg=3505.9 max=8401 | Ts_us=10000
k,y,u,exec_us,tot_us
2090,-0.411596,-14.33138,2920,8178
2091,-0.417521,-14.47640,2928,2990
2092,-0.423289,-14.61197,2915,2973
2093,-0.428898,-14.73750,2969,3030
2094,-0.434347,-14.85247,2916,2973
2095,-0.439633,-14.95613,2931,2987
2096,-0.444755,-15.04794,2924,2978
2097,-0.449712,-15.12727,2908,2964
2098,-0.454500,-15.19345,2921,2980
2099,-0.459119,-15.24595,2901,2960
2100,-0.463567,-15.28424,2917,8173
2101,-0.467842,-15.30784,2945,3002
2102,-0.471942,-15.31633,2935,2993
2103,-0.475866,-15.30950,2957,3013
2104,-0.479611,-15.28693,2914,2972
2105,-0.483176,-15.24859,2924,2984
2106,-0.486559,-15.19444,2919,2975
2107,-0.489757,-15.12457,2909,2968
2108,-0.492769,-15.03913,2915,2970
2109,-0.495593,-14.93850,2899,2957
2110,-0.498226,-14.82310,2901,8156
2111,-0.500666,-14.69369,2939,3000
2112,-0.502911,-14.55091,2911,2968
2113,-0.504958,-14.39587,2962,3021
2114,-0.506804,-14.22989,2900,2959
2115,-0.508447,-14.05452,2892,2950
2116,-0.509885,-13.87160,2919,2973
2117,-0.511116,-13.68328,2899,2957
2118,-0.512135,-13.49184,2897,2958
2119,-0.512942,-13.29992,2912,2969
2120,-0.513533,-13.10975,2912,8169
2121,-0.513908,-12.92360,2939,2997
2122,-0.514063,-12.74320,2908,2967
2123,-0.513998,-12.56938,2954,3011
2124,-0.513712,-12.40189,2915,2974
2125,-0.513203,-12.23909,2913,2973
2126,-0.512473,-12.07782,2925,2984
2127,-0.511521,-11.91346,2924,2981
2128,-0.510349,-11.74022,2911,2971
2129,-0.508958,-11.55124,2911,2968
2130,-0.507350,-11.34012,2918,8171
2131,-0.505530,-11.10148,2930,2986
2132,-0.503498,-10.83223,2936,2992
2133,-0.501260,-10.53233,2974,3031
2134,-0.498818,-10.20513,2904,2956
2135,-0.496176,-9.85670,2905,2964
2136,-0.493338,-9.49468,2922,2981
2137,-0.490306,-9.12624,2916,2969
2138,-0.487083,-8.75779,2901,2963
2139,-0.483671,-8.39369,2910,2966
2140,-0.480073,-8.03644,2933,8186
2141,-0.476291,-7.68703,2935,2990
2142,-0.472326,-7.34549,2929,2988
2143,-0.468180,-7.01128,2975,3032
2144,-0.463855,-6.68387,2928,2986
2145,-0.459351,-6.36234,2909,2967
2146,-0.454670,-6.04635,2903,2963
2147,-0.449813,-5.73563,2929,2986
2148,-0.444783,-5.43001,2918,2980
2149,-0.439579,-5.12949,2914,2974
2150,-0.434204,-4.83413,2921,8177
2151,-0.428660,-4.54406,2950,3008
2152,-0.422947,-4.25943,2936,2997
2153,-0.417068,-3.98049,2980,3044
2154,-0.411024,-3.70705,2920,2982
2155,-0.404818,-3.43935,2901,2956
2156,-0.398451,-3.17744,2922,2984
2157,-0.391926,-2.92131,2902,2960
2158,-0.385244,-2.67091,2921,2983
2159,-0.378409,-2.42618,2910,2971
2160,-0.371422,-2.18706,2928,8181
2161,-0.364287,-1.95362,2935,2995
2162,-0.357006,-1.72547,2938,2996
2163,-0.349581,-1.50277,2963,3025
2164,-0.342016,-1.28552,2933,2987
2165,-0.334314,-1.07371,2911,2969
2166,-0.326478,-0.86738,2898,2956
2167,-0.318510,-0.66656,2923,2980
2168,-0.310415,-0.47131,2915,2974
2169,-0.302195,-0.28183,2918,2976
2170,-0.293854,-0.09784,2919,8168
2171,-0.285394,0.08044,2937,2999
2172,-0.276821,0.25299,2920,2982
2173,-0.268137,0.41982,2973,3029
2174,-0.259345,0.58102,2901,2961
2175,-0.250450,0.73672,2919,2977
2176,-0.241455,0.88708,2904,2964
2177,-0.232364,1.03237,2903,2961
2178,-0.223181,1.17279,2912,2971
2179,-0.213909,1.30908,2927,2984
2180,-0.204554,1.44157,2930,8176
2181,-0.195118,1.57086,2925,2986
2182,-0.185606,1.69765,2918,2975
2183,-0.176022,1.82273,2970,3022
2184,-0.166371,1.94694,2917,2972
2185,-0.156656,2.07116,2915,2974
2186,-0.146883,2.19612,2915,2977
2187,-0.137055,2.32294,2913,2974
2188,-0.127178,2.45221,2901,2961
2189,-0.117254,2.58456,2905,2959
2190,-0.107290,2.72047,2908,8154
2191,-0.097289,2.86026,2930,2988
2192,-0.087256,3.00411,2926,2985
2193,-0.077196,3.15201,2959,3018
2194,-0.067111,3.30372,2905,2959
2195,-0.057008,3.45926,2909,2965
2196,-0.046889,3.61816,2904,2965
2197,-0.036759,3.78006,2902,2959
2198,-0.026622,3.94461,2905,2965
2199,-0.016482,4.11145,2893,2953
2200,-0.006342,4.28027,2911,8160
2201,0.003794,4.45077,2936,2992
2202,0.013922,4.62273,2910,2966
2203,0.024038,4.79587,2957,3019
2204,0.034140,4.97023,2918,2976
2205,0.044223,5.14561,2898,2960
2206,0.054284,5.32194,2907,2971
2207,0.064321,5.49922,2910,2966
2208,0.074328,5.67748,2906,2964
2209,0.084304,5.85681,2908,2965
2210,0.094244,6.03735,2895,8140
2211,0.104145,6.21922,2940,2996
2212,0.114003,6.40281,2918,2972
2213,0.123814,6.58832,2951,3004
2214,0.133576,6.77610,2929,2987
2215,0.143284,6.96655,2917,2973
2216,0.152934,7.16010,2929,2985
2217,0.162523,7.35724,2913,2970
2218,0.172046,7.55842,2907,2963
2219,0.181500,7.76407,2916,2973
2220,0.190879,7.97471,2911,8158
2221,0.200182,8.19061,2936,2995
2222,0.209402,8.41196,2920,2978
2223,0.218536,8.63880,2973,3029
2224,0.227580,8.87096,2910,2967
2225,0.236531,9.10807,2910,2967
2226,0.245383,9.34953,2907,2967
2227,0.254133,9.59451,2912,2967
2228,0.262777,9.84211,2917,2974
2229,0.271312,10.09124,2918,2981
2230,0.279734,10.34075,2913,8162
2231,0.288039,10.58947,2935,2994
2232,0.296225,10.83634,2928,2985
2233,0.304289,11.08036,2974,3034
2234,0.312227,11.32062,2916,2979
2235,0.320036,11.55638,2912,2966
2236,0.327714,11.78697,2932,2988
2237,0.335259,12.01190,2905,2960
2238,0.342668,12.23072,2913,2971
2239,0.349938,12.44308,2910,2965
2240,0.357068,12.64871,2917,8164
2241,0.364055,12.84732,2933,2993
2242,0.370896,13.03873,2925,2983
2243,0.377591,13.22264,2962,3022
2244,0.384136,13.39887,2918,2975
2245,0.390531,13.56705,2924,2984
2246,0.396772,13.72689,2921,2981
2247,0.402859,13.87800,2922,2983
2248,0.408789,14.01997,2905,2963
2249,0.414560,14.15233,2915,2969
2250,0.420171,14.27459,2902,8146
2251,0.425621,14.38618,2937,2995
2252,0.430906,14.48659,2929,2988
2253,0.436026,14.57513,2964,3023
2254,0.440979,14.65129,2907,2964
2255,0.445763,14.71450,2910,2967
2256,0.450377,14.76424,2935,2993
2257,0.454819,14.80005,2933,2993
2258,0.459087,14.82149,2923,2981
2259,0.463179,14.82823,2924,2980
2260,0.467094,14.81999,2919,8161
2261,0.470830,14.79665,2927,2987
2262,0.474386,14.75802,2930,2988
2263,0.477758,14.70414,2968,3023
2264,0.480947,14.63519,2905,2958
2265,0.483948,14.55136,2918,2977
2266,0.486761,14.45304,2914,2974
2267,0.489382,14.34074,2907,2965
2268,0.491811,14.21509,2893,2949
2269,0.494044,14.07704,2904,2965
2270,0.496079,13.92743,2922,8162
2271,0.497915,13.76762,2928,2986
2272,0.499547,13.59906,2929,2989
2273,0.500975,13.42350,2957,3016
2274,0.502195,13.24287,2906,2966
2275,0.503206,13.05929,2913,2966
2276,0.504004,12.87495,2919,2975
2277,0.504589,12.69209,2912,2974
2278,0.504958,12.51241,2908,2967
2279,0.505109,12.33742,2902,2960
2280,0.505041,12.16779,2916,8155
2281,0.504754,12.00322,2940,2995
2282,0.504247,11.84219,2924,2984
2283,0.503520,11.68191,2958,3018
2284,0.502573,11.51821,2932,2992
2285,0.501409,11.34593,2899,2957
2286,0.500027,11.15934,2907,2963
2287,0.498432,10.95241,2907,2964
2288,0.496625,10.72045,2909,2969
2289,0.494610,10.46057,2918,2977
2290,0.492389,10.17250,2902,8143
2291,0.489967,9.85884,2925,2982
2292,0.487346,9.52463,2917,2971
2293,0.484530,9.17630,2961,3021
2294,0.481522,8.82065,2941,3000
2295,0.478325,8.46316,2899,2958
2296,0.474941,8.10829,2911,2970
2297,0.471372,7.75878,2926,2988
2298,0.467620,7.41597,2914,2977
2299,0.463688,7.08028,2923,2982
2300,0.459576,6.75152,2924,8163
2301,0.455286,6.42926,2937,2994
2302,0.450819,6.11317,2942,3000
2303,0.446176,5.80255,2972,3030
2304,0.441360,5.49725,2930,2988
2305,0.436371,5.19718,2917,2974
2306,0.431210,4.90227,2924,2986
2307,0.425879,4.61260,2909,2966
2308,0.420380,4.32827,2918,2974
2309,0.414713,4.04943,2903,2960
2310,0.408881,3.77623,2921,8157
2311,0.402884,3.50893,2933,2988
2312,0.396726,3.24731,2930,2987
2313,0.390408,2.99161,2959,3019
2314,0.383932,2.74185,2923,2981
2315,0.377300,2.49803,2911,2970
2316,0.370514,2.26008,2931,2989
2317,0.363577,2.02795,2925,2983
2318,0.356491,1.80156,2921,2981
2319,0.349259,1.58097,2934,2994
2320,0.341883,1.36581,2920,8153
2321,0.334367,1.15619,2944,3002
2322,0.326714,0.95212,2925,2983
2323,0.318925,0.75356,2961,3016
2324,0.311006,0.56053,2923,2981
2325,0.302958,0.37304,2929,2993
2326,0.294785,0.19109,2920,2977
2327,0.286490,0.01484,2917,2975
2328,0.278078,-0.15607,2929,2982
2329,0.269551,-0.32151,2933,2991
2330,0.260914,-0.48157,2931,8163
2331,0.252170,-0.63641,2949,3008
2332,0.243322,-0.78627,2943,2998
2333,0.234375,-0.93143,2969,3026
2334,0.225332,-1.07228,2917,2977
2335,0.216198,-1.20926,2928,2985
2336,0.206977,-1.34280,2934,2992
2337,0.197672,-1.47381,2915,2972
2338,0.188289,-1.60281,2936,2991
2339,0.178831,-1.73053,2931,2992
2340,0.169302,-1.85773,2922,8152
2341,0.159708,-1.98519,2949,3005
2342,0.150052,-2.11363,2932,2993
2343,0.140339,-2.24375,2963,3022
2344,0.130574,-2.37603,2912,2970
2345,0.120760,-2.51120,2913,2971
2346,0.110903,-2.64950,2912,2974
2347,0.101006,-2.79116,2910,2970
2348,0.091074,-2.93628,2911,2966
2349,0.081112,-3.08484,2909,2969
2350,0.071123,-3.23674,2905,8143
2351,0.061112,-3.39176,2941,2998
2352,0.051083,-3.54956,2915,2975
2353,0.041040,-3.71005,2969,3028
2354,0.030986,-3.87278,2893,2953
2355,0.020925,-4.03741,2913,2973
2356,0.010862,-4.20363,2921,2983
2357,0.000800,-4.37116,2898,2957
2358,-0.009258,-4.53976,2896,2953
2359,-0.019308,-4.70922,2925,2981
2360,-0.029347,-4.87940,2915,8141
2361,-0.039371,-5.05014,2940,2998
2362,-0.049377,-5.22160,2931,2987
2363,-0.059361,-5.39371,2961,3017
2364,-0.069320,-5.56655,2926,2983
2365,-0.079250,-5.74025,2936,2995
2366,-0.089148,-5.91503,2915,2971
2367,-0.099011,-6.09116,2920,2984
2368,-0.108834,-6.26895,2913,2972
2369,-0.118614,-6.44868,2916,2972
2370,-0.128348,-6.63094,2932,8159
2371,-0.138031,-6.81607,2938,2997
2372,-0.147659,-7.00456,2943,3000
2373,-0.157229,-7.19690,2974,3030
2374,-0.166736,-7.39358,2911,2968
2375,-0.176176,-7.59507,2928,2982
2376,-0.185545,-7.80177,2917,2976
2377,-0.194839,-8.01397,2910,2971
2378,-0.204054,-8.23196,2922,2979
2379,-0.213185,-8.45574,2934,2995
2380,-0.222228,-8.68515,2933,8160
2381,-0.231179,-8.91987,2942,3004
2382,-0.240034,-9.15935,2929,2984
2383,-0.248790,-9.40285,2973,3036
2384,-0.257441,-9.64947,2916,2973
2385,-0.265985,-9.89816,2914,2970
2386,-0.274418,-10.14782,2915,2974
2387,-0.282736,-10.39735,2918,2972
2388,-0.290936,-10.64559,2920,2978
2389,-0.299015,-10.89154,2928,2986
2390,-0.306971,-11.13420,2934,8160
2391,-0.314800,-11.37279,2932,2991
2392,-0.322499,-11.60653,2952,3010
2393,-0.330067,-11.83491,2980,3037
2394,-0.337500,-12.05741,2912,2970
2395,-0.344797,-12.27366,2925,2986
2396,-0.351956,-12.48334,2910,2969
2397,-0.358973,-12.68620,2916,2975
2398,-0.365848,-12.88201,2925,2981
2399,-0.372579,-13.07057,2923,2983
2400,-0.379162,-13.25163,2923,8147
2401,-0.385597,-13.42497,2943,2999
2402,-0.391883,-13.59035,2923,2982
2403,-0.398016,-13.74737,2973,3032
2404,-0.403996,-13.89571,2917,2974
2405,-0.409820,-14.03499,2917,2971
2406,-0.415488,-14.16471,2923,2979
2407,-0.420997,-14.28446,2905,2961
2408,-0.426346,-14.39371,2934,2991
2409,-0.431534,-14.49193,2899,2957
2410,-0.436559,-14.57858,2921,8145
2411,-0.441420,-14.65326,2935,2993
2412,-0.446114,-14.71538,2914,2976
2413,-0.450641,-14.76451,2975,3034
2414,-0.454999,-14.80031,2920,2978
2415,-0.459186,-14.82245,2929,2988
2416,-0.463202,-14.83069,2924,2981
2417,-0.467044,-14.82483,2918,2978
2418,-0.470710,-14.80481,2921,2977
2419,-0.474200,-14.77067,2916,2973
2420,-0.477511,-14.72238,2932,8155
2421,-0.480642,-14.66015,2920,2980
2422,-0.483591,-14.58429,2933,2994
2423,-0.486355,-14.49518,2973,3029
2424,-0.488934,-14.39327,2907,2968
2425,-0.491325,-14.27914,2897,2958
2426,-0.493525,-14.15354,2920,2980
2427,-0.495534,-14.01732,2900,2960
2428,-0.497348,-13.87126,2903,2962
2429,-0.498967,-13.71650,2910,2969
2430,-0.500387,-13.55418,2905,8126
2431,-0.501607,-13.38549,2938,2994
2432,-0.502624,-13.21171,2912,2972
2433,-0.503438,-13.03400,2954,3016
2434,-0.504045,-12.85349,2915,2973
2435,-0.504445,-12.67107,2919,2973
2436,-0.504636,-12.48742,2932,2991
2437,-0.504618,-12.30241,2907,2965
2438,-0.504389,-12.11584,2911,2971
2439,-0.503948,-11.92670,2916,2979
2440,-0.503296,-11.73350,2900,8125
2441,-0.502433,-11.53419,2935,2994
2442,-0.501359,-11.32645,2913,2972
2443,-0.500076,-11.10774,2936,2997
2444,-0.498584,-10.87599,2911,2968
2445,-0.496886,-10.62919,2905,2960
2446,-0.494982,-10.36656,2911,2969
2447,-0.492876,-10.08822,2907,2964
2448,-0.490568,-9.79537,2913,2971
2449,-0.488062,-9.49002,2911,2966
2450,-0.485360,-9.17481,2915,8134
2451,-0.482463,-8.85266,2949,3008
2452,-0.479374,-8.52648,2937,2992
2453,-0.476095,-8.19842,2979,3036
2454,-0.472628,-7.87056,2917,2978
2455,-0.468974,-7.54437,2903,2960
2456,-0.465136,-7.22085,2918,2975
2457,-0.461114,-6.90061,2922,2982
2458,-0.456911,-6.58407,2935,2994
2459,-0.452528,-6.27149,2914,2974
2460,-0.447967,-5.96308,2929,8146
2461,-0.443229,-5.65914,2954,3010
2462,-0.438315,-5.35953,2934,2995
2463,-0.433228,-5.06461,2984,3040
2464,-0.427969,-4.77458,2929,2988
2465,-0.422539,-4.48962,2917,2973
2466,-0.416941,-4.20991,2930,2990
2467,-0.411176,-3.93559,2917,2973
2468,-0.405247,-3.66679,2915,2974
2469,-0.399155,-3.40372,2916,2971
2470,-0.392902,-3.14613,2922,8143
2471,-0.386490,-2.89417,2941,2999
2472,-0.379923,-2.64785,2933,2992
2473,-0.373202,-2.40712,2974,3031
2474,-0.366330,-2.17193,2909,2970
2475,-0.359310,-1.94219,2910,2971
2476,-0.352143,-1.71784,2915,2976
2477,-0.344834,-1.49898,2904,2962
2478,-0.337385,-1.28526,2906,2965
2479,-0.329799,-1.07683,2898,2957
2480,-0.322079,-0.87370,2915,8137
2481,-0.314228,-0.67587,2935,2991
2482,-0.306250,-0.48339,2924,2983
2483,-0.298147,-0.29624,2959,3020
2484,-0.289923,-0.11446,2915,2973
2485,-0.281582,0.06195,2923,2980
2486,-0.273127,0.23285,2918,2972
2487,-0.264562,0.39863,2916,2974
2488,-0.255889,0.55917,2916,2972
2489,-0.247114,0.71457,2919,2974
2490,-0.238239,0.86503,2920,8136
2491,-0.229268,1.01078,2930,2986
2492,-0.220205,1.15213,2918,2975
2493,-0.211054,1.28946,2962,3016
2494,-0.201820,1.42309,2906,2965
2495,-0.192505,1.55384,2906,2963
2496,-0.183114,1.68217,2914,2974
2497,-0.173652,1.80871,2907,2965
2498,-0.164122,1.93419,2916,2979
2499,-0.154528,2.05934,2903,2958
2500,-0.144876,2.18493,2931,8142
2501,-0.135169,2.31166,2934,2994
2502,-0.125411,2.44011,2926,2988
2503,-0.115607,2.57112,2963,3020
2504,-0.105762,2.70505,2906,2963
2505,-0.095879,2.84224,2906,2964
2506,-0.085964,2.98294,2903,2957
2507,-0.076020,3.12727,2908,2963
2508,-0.066051,3.27523,2900,2961
2509,-0.056062,3.42673,2917,2974
2510,-0.046058,3.58157,2922,8135
2511,-0.036041,3.73942,2950,3010
2512,-0.026016,3.90022,2931,2988
2513,-0.015987,4.06355,2968,3026
2514,-0.005958,4.22911,2918,2973
2515,0.004068,4.39664,2906,2963
2516,0.014087,4.56588,2905,2963
2517,0.024095,4.73662,2904,2962
2518,0.034089,4.90868,2918,2978
2519,0.044065,5.08184,2928,2986
2520,0.054020,5.25617,2910,8124
2521,0.063950,5.43151,2930,2987
2522,0.073851,5.60781,2923,2981
2523,0.083721,5.78510,2970,3026
2524,0.093556,5.96344,2901,2963
2525,0.103352,6.14295,2894,2948
2526,0.113105,6.32377,2903,2963
2527,0.122812,6.50607,2901,2962
2528,0.132470,6.69025,2898,2957
2529,0.142074,6.87654,2923,2978
2530,0.151621,7.06529,2915,8125
2531,0.161106,7.25690,2936,2994
2532,0.170526,7.45180,2922,2980
2533,0.179877,7.65043,2969,3033
2534,0.189154,7.85318,2912,2972
2535,0.198354,8.06043,2925,2982
2536,0.207473,8.27243,2916,2977
2537,0.216506,8.48943,2902,2961
2538,0.225448,8.71137,2925,2984
2539,0.234297,8.93809,2918,2976
2540,0.243048,9.16920,2911,8123
2541,0.251697,9.40413,2952,3012
2542,0.260240,9.64214,2931,2989
2543,0.268673,9.88231,2980,3036
2544,0.276993,10.12362,2921,2980
2545,0.285196,10.36502,2915,2978
2546,0.293279,10.60544,2922,2980
2547,0.301238,10.84379,2912,2971
2548,0.309071,11.07913,2921,2982
2549,0.316775,11.31058,2928,2985
2550,0.324347,11.53736,2911,8124
2551,0.331784,11.75880,2928,2985
2552,0.339084,11.97436,2921,2979
2553,0.346244,12.18352,2970,3029
2554,0.353263,12.38590,2912,2968
2555,0.360138,12.58114,2906,2965
2556,0.366868,12.76893,2913,2973
2557,0.373450,12.94899,2920,2979
2558,0.379882,13.12101,2924,2982
2559,0.386163,13.28470,2919,2979
2560,0.392290,13.43979,2918,8129
2561,0.398263,13.58585,2942,3000
2562,0.404080,13.72256,2936,2998
2563,0.409738,13.84950,2968,3024
2564,0.415237,13.96625,2909,2970
2565,0.420575,14.07232,2913,2972
2566,0.425750,14.16728,2922,2978
2567,0.430761,14.25065,2920,2979
2568,0.435607,14.32197,2908,2967
2569,0.440285,14.38087,2909,2965
2570,0.444795,14.42684,2909,8115
2571,0.449136,14.45961,2937,2996
2572,0.453304,14.47890,2920,2979
2573,0.457300,14.48446,2958,3014
2574,0.461122,14.47618,2920,2981
2575,0.464767,14.45396,2920,2978
2576,0.468235,14.41786,2916,2973
2577,0.471523,14.36804,2908,2968
2578,0.474630,14.30454,2904,2962
2579,0.477555,14.22775,2895,2952
2580,0.480294,14.13803,2911,8120
2581,0.482847,14.03588,2931,2986
2582,0.485212,13.92188,2916,2975
2583,0.487385,13.79675,2949,3007
2584,0.489367,13.66130,2911,2969
2585,0.491153,13.51655,2904,2967
2586,0.492743,13.36336,2910,2970
2587,0.494134,13.20294,2908,2967
2588,0.495325,13.03650,2923,2980
2589,0.496313,12.86528,2911,2969
2590,0.497097,12.69045,2913,8120
2591,0.497675,12.51315,2940,3001
2592,0.498045,12.33423,2928,2985
2593,0.498206,12.15429,2968,3026
2594,0.498158,11.97360,2913,2973
2595,0.497900,11.79159,2905,2966
2596,0.497430,11.60745,2922,2990
2597,0.496750,11.41966,2914,2970
2598,0.495859,11.22619,2916,2976
2599,0.494758,11.02461,2911,2970
2600,0.493448,10.81238,2898,8104
2601,0.491931,10.58711,2931,2989
2602,0.490208,10.34702,2913,2971
2603,0.488281,10.09079,2952,3008
2604,0.486152,9.81849,2908,2963
2605,0.483824,9.53116,2898,2957
2606,0.481299,9.23078,2908,2969
2607,0.478579,8.92002,2916,2974
2608,0.475667,8.60181,2918,2975
2609,0.472564,8.27908,2918,2979
2610,0.469273,7.95450,2901,8105
2611,0.465795,7.62987,2940,2997
2612,0.462134,7.30688,2919,2975
2613,0.458289,6.98661,2973,3035
2614,0.454264,6.66975,2909,2965
2615,0.450059,6.35675,2903,2964
2616,0.445675,6.04786,2901,2958
2617,0.441116,5.74328,2900,2959
2618,0.436381,5.44314,2912,2970
2619,0.431473,5.14777,2907,2966
2620,0.426393,4.85698,2936,8139
2621,0.421142,4.57114,2938,2995
2622,0.415722,4.29044,2918,2977
2623,0.410135,4.01506,2965,3021
2624,0.404383,3.74516,2911,2968
2625,0.398467,3.48087,2910,2969
2626,0.392389,3.22230,2908,2966
2627,0.386152,2.96966,2911,2969
2628,0.379756,2.72267,2920,2979
2629,0.373206,2.48148,2907,2967
2630,0.366502,2.24608,2907,8110
2631,0.359647,2.01640,2924,2983
2632,0.352644,1.79238,2928,2986
2633,0.345496,1.57394,2977,3038
2634,0.338205,1.36101,2924,2980
2635,0.330774,1.15366,2925,2980
2636,0.323206,0.95154,2916,2975
2637,0.315504,0.75477,2912,2972
2638,0.307671,0.56336,2928,2982
2639,0.299710,0.37726,2925,2981
2640,0.291625,0.19646,2928,8128
2641,0.283419,0.02093,2935,2990
2642,0.275096,-0.14939,2932,2991
2643,0.266659,-0.31456,2973,3030
2644,0.258112,-0.47458,2908,2969
2645,0.249458,-0.62990,2937,2995
2646,0.240701,-0.78058,2915,2972
2647,0.231844,-0.92687,2927,2986
2648,0.222893,-1.06913,2922,2982
2649,0.213851,-1.20777,2929,2986
2650,0.204721,-1.34325,2927,8123
2651,0.195508,-1.47613,2956,3013
2652,0.186216,-1.60686,2938,3002
2653,0.176849,-1.73636,2970,3027
2654,0.167412,-1.86514,2913,2971
2655,0.157908,-1.99384,2923,2981
2656,0.148343,-2.12310,2909,2965
2657,0.138719,-2.25353,2911,2974
2658,0.129042,-2.38566,2915,2982
2659,0.119316,-2.51997,2913,2973
2660,0.109546,-2.65669,2929,8129
2661,0.099735,-2.79638,2947,3004
2662,0.089888,-2.93906,2929,2989
2663,0.080008,-3.08480,2958,3015
2664,0.070102,-3.23360,2911,2968
2665,0.060171,-3.38535,2930,2991
2666,0.050221,-3.53992,2922,2979
2667,0.040256,-3.69707,2911,2968
2668,0.030278,-3.85658,2930,2987
2669,0.020293,-4.01807,2908,2968
2670,0.010304,-4.18150,2934,8132
2671,0.000314,-4.34648,2938,2993
2672,-0.009673,-4.51275,2940,2999
2673,-0.019653,-4.68012,2980,3041
2674,-0.029623,-4.84842,2912,2969
2675,-0.039579,-5.01752,2912,2968
2676,-0.049518,-5.18734,2920,2981
2677,-0.059436,-5.35779,2893,2951
2678,-0.069329,-5.52910,2920,2977
2679,-0.079195,-5.70121,2914,2972
2680,-0.089030,-5.87430,2902,8098
2681,-0.098829,-6.04853,2928,2989
2682,-0.108590,-6.22415,2934,2995
2683,-0.118308,-6.40147,2970,3030
2684,-0.127980,-6.58081,2904,2961
2685,-0.137602,-6.76249,2906,2962
2686,-0.147170,-6.94706,2917,2977
2687,-0.156679,-7.13487,2919,2981
2688,-0.166126,-7.32637,2925,2985
2689,-0.175506,-7.52199,2910,2967
2690,-0.184816,-7.72214,2931,8125
2691,-0.194050,-7.92716,2941,2998
2692,-0.203205,-8.13735,2923,2978
2693,-0.212276,-8.35282,2975,3034
2694,-0.221260,-8.57357,2925,2982
2695,-0.230150,-8.79949,2924,2982
2696,-0.238945,-9.03018,2925,2983
2697,-0.247638,-9.26512,2911,2973
2698,-0.256227,-9.50355,2904,2966
2699,-0.264707,-9.74463,2930,2991
2700,-0.273075,-9.98733,2920,8112
2701,-0.281326,-10.23059,2941,2999
2702,-0.289458,-10.47328,2926,2986
2703,-0.297468,-10.71436,2969,3033
2704,-0.305351,-10.95279,2921,2977
2705,-0.313106,-11.18761,2925,2982
2706,-0.320729,-11.41796,2918,2976
2707,-0.328217,-11.64312,2922,2981
2708,-0.335569,-11.86247,2927,2985
2709,-0.342782,-12.07543,2908,2965
2710,-0.349853,-12.28160,2909,8100
2711,-0.356781,-12.48060,2947,3007
2712,-0.363564,-12.67212,2924,2980
2713,-0.370200,-12.85588,2967,3029
2714,-0.376686,-13.03164,2916,2974
2715,-0.383022,-13.19914,2920,2978
2716,-0.389205,-13.35813,2928,2983
2717,-0.395234,-13.50834,2925,2984
2718,-0.401107,-13.64945,2933,2989
2719,-0.406823,-13.78119,2926,2983
2720,-0.412380,-13.90310,2928,8118
2721,-0.417777,-14.01482,2931,2988
2722,-0.423013,-14.11592,2930,2987
2723,-0.428086,-14.20605,2972,3032
2724,-0.432994,-14.28472,2907,2966
2725,-0.437737,-14.35154,2921,2977
2726,-0.442312,-14.40618,2926,2989
2727,-0.446719,-14.44831,2916,2971
2728,-0.450956,-14.47755,2918,2976
2729,-0.455022,-14.49375,2918,2977
2730,-0.458916,-14.49672,2922,8113
2731,-0.462635,-14.48641,2947,3002
2732,-0.466179,-14.46282,2926,2983
2733,-0.469547,-14.42601,2961,3017
2734,-0.472735,-14.37613,2901,2958
2735,-0.475744,-14.31350,2889,2945
2736,-0.478570,-14.23832,2916,2972
2737,-0.481214,-14.15099,2937,2994
2738,-0.483672,-14.05204,2897,2957
2739,-0.485944,-13.94200,2911,2972
2740,-0.488027,-13.82151,2909,8098
2741,-0.489920,-13.69122,2960,3015
2742,-0.491621,-13.55191,2913,2974
2743,-0.493128,-13.40434,2975,3036
2744,-0.494440,-13.24945,2923,2980
2745,-0.495555,-13.08785,2915,2974
2746,-0.496471,-12.92037,2915,2975
2747,-0.497187,-12.74772,2913,2969
2748,-0.497701,-12.57048,2912,2969
2749,-0.498013,-12.38901,2900,2955
2750,-0.498122,-12.20348,2910,8097
2751,-0.498027,-12.01375,2940,3001
2752,-0.497726,-11.81954,2929,2992
2753,-0.497221,-11.61995,2974,3031
2754,-0.496510,-11.41413,2906,2964
2755,-0.495595,-11.20101,2929,2986
2756,-0.494476,-10.97940,2892,2951
2757,-0.493153,-10.74824,2903,2960
2758,-0.491627,-10.50664,2904,2962
2759,-0.489901,-10.25409,2907,2961
2760,-0.487974,-9.99068,2906,8090
2761,-0.485849,-9.71656,2924,2984
2762,-0.483527,-9.43277,2918,2976
2763,-0.481011,-9.14060,2951,3013
2764,-0.478301,-8.84157,2919,2973
2765,-0.475399,-8.53732,2910,2968
2766,-0.472308,-8.22947,2919,2977
2767,-0.469029,-7.91950,2926,2986
2768,-0.465563,-7.60869,2925,2986
2769,-0.461913,-7.29829,2909,2969
2770,-0.458080,-6.98885,2917,8102
2771,-0.454065,-6.68125,2934,2994
2772,-0.449870,-6.37608,2920,2980
2773,-0.445497,-6.07381,2961,3015
2774,-0.440947,-5.77483,2922,2980
2775,-0.436221,-5.47952,2925,2980
2776,-0.431322,-5.18818,2917,2977
2777,-0.426252,-4.90125,2900,2960
