# mode=rbf T=30.0 Ts=0.01 dt=0.002 K=3000 plant_ticks=15018 wall_ms=30050 plant_late_max_us=3548
# freq_hz=200000000 ctrl_cpu=0 plant_cpu=1 micropython=1.24.0
# exec_us avg=2922.9 max=2993 | tick_us(incl log/gc) avg=3505.9 max=8401 | Ts_us=10000
k,y,u,exec_us,tot_us
693,0.460026,12.19963,2956,3009
694,0.461476,12.06149,2904,2964
695,0.462747,11.91429,2906,2967
696,0.463840,11.75893,2913,2975
697,0.464751,11.59640,2914,2974
698,0.465481,11.42776,2904,2964
699,0.466028,11.25421,2908,2963
700,0.466390,11.07685,2909,8317
701,0.466547,10.85210,2932,2989
702,0.466558,10.71681,2913,2971
703,0.466360,10.53602,2963,3024
704,0.465974,10.35349,2903,2961
705,0.465398,10.17105,2904,2964
706,0.464632,9.98857,2904,2962
707,0.463676,9.80561,2903,2955
708,0.462530,9.62123,2903,2960
709,0.461194,9.43428,2914,2972
710,0.459669,9.24332,2902,8307
711,0.458312,8.98718,2930,2989
712,0.456053,8.84995,2921,2978
713,0.453965,8.64087,2976,3035
714,0.451692,8.41982,2918,2975
715,0.449236,8.18949,2915,2973
716,0.446600,7.95009,2918,2976
717,0.443784,7.70221,2915,2978
718,0.440792,7.44678,2922,2978
719,0.437626,7.18489,2903,2964
720,0.434288,6.91789,2924,8328
721,0.431495,6.57837,2938,2996
722,0.427104,6.38627,2913,2974
723,0.423263,6.11298,2975,3036
724,0.419257,5.83443,2921,2979
725,0.415090,5.55682,2927,2994
726,0.410764,5.28118,2932,2990
727,0.406279,5.00790,2928,2986
728,0.401639,4.73739,2911,2974
729,0.396844,4.46981,2910,2967
730,0.391897,4.20547,2924,8323
731,0.387830,3.85583,2942,3000
732,0.381550,3.70645,2939,2995
733,0.376154,3.45355,2964,3025
734,0.370612,3.19758,2928,2989
735,0.364924,2.94681,2926,2981
736,0.359093,2.70159,2926,2982
737,0.353120,2.46155,2913,2967
738,0.347007,2.22656,2928,2985
739,0.340755,1.99640,2927,2987
740,0.334367,1.77108,2930,8331
741,0.329158,1.44754,2947,3002
742,0.321185,1.35944,2925,2985
743,0.314395,1.14901,2970,3025
744,0.307474,0.93493,2923,2983
745,0.300425,0.72767,2927,2984
746,0.293249,0.52732,2926,2986
747,0.285948,0.33338,2912,2969
748,0.278525,0.14535,2938,2997
749,0.270981,-0.03696,2925,2985
750,0.263319,-0.21383,2916,8317
751,0.257105,-0.49602,2942,3000
752,0.247648,-0.52359,2924,2984
753,0.239644,-0.68438,2974,3033
754,0.231531,-0.84947,2909,2968
755,0.223311,-1.00730,2912,2971
756,0.214987,-1.15807,2934,2992
757,0.206562,-1.30263,2916,2973
758,0.198038,-1.44186,2922,2981
759,0.189420,-1.57637,2921,2981
760,0.180710,-1.70682,2920,8316
761,0.173678,-1.94521,2957,3016
762,0.163027,-1.93107,2935,2994
763,0.154061,-2.05215,2963,3019
764,0.145016,-2.18037,2936,2996
765,0.135896,-2.30618,2928,2983
766,0.126706,-2.43048,2910,2969
767,0.117449,-2.55466,2929,2984
768,0.108129,-2.68016,2929,2985
769,0.098750,-2.80814,2919,2978
770,0.089318,-2.93964,2927,8325
771,0.081735,-3.17442,2943,3002
772,0.070306,-3.19458,2916,2978
773,0.060735,-3.33975,2959,3015
774,0.051127,-3.49800,2906,2965
775,0.041485,-3.66145,2915,2973
776,0.031814,-3.82948,2901,2959
777,0.022118,-4.00181,2910,2968
778,0.012400,-4.17791,2924,2981
779,0.002666,-4.35716,2910,2968
780,-0.007081,-4.53879,2904,8302
781,-0.014886,-4.79534,2943,2998
782,-0.026602,-4.88776,2918,2973
783,-0.036368,-5.07204,2980,3042
784,-0.046133,-5.26276,2921,2979
785,-0.055895,-5.45245,2918,2977
786,-0.065649,-5.64067,2915,2975
787,-0.075393,-5.82768,2914,2971
788,-0.085122,-6.01374,2907,2967
789,-0.094834,-6.19920,2919,2977
790,-0.104526,-6.38425,2901,8295
791,-0.112262,-6.61810,2929,2987
792,-0.123834,-6.74011,2925,2981
793,-0.133443,-6.92554,2963,3022
794,-0.143017,-7.11547,2909,2966
795,-0.152553,-7.30495,2908,2966
796,-0.162047,-7.49421,2921,2978
797,-0.171494,-7.68372,2914,2975
798,-0.180891,-7.87398,2921,2978
799,-0.190232,-8.06545,2918,2976
800,-0.199515,-8.25864,2890,8289
801,-0.206895,-8.47678,2945,3002
802,-0.217883,-8.64519,2928,2984
803,-0.226959,-8.84717,2972,3037
804,-0.235957,-9.05475,2908,2966
805,-0.244871,-9.26709,2925,2983
806,-0.253698,-9.48481,2921,2975
807,-0.262430,-9.70860,2907,2965
808,-0.271065,-9.93879,2911,2974
809,-0.279595,-10.17536,2934,2989
810,-0.288017,-10.41796,2920,8315
811,-0.294673,-10.65755,2931,2988
812,-0.304516,-10.91532,2932,2990
813,-0.312584,-11.17031,2974,3033
814,-0.320525,-11.42571,2935,2991
815,-0.328335,-11.67982,2931,2993
816,-0.336010,-11.93067,2927,2987
817,-0.343546,-12.17633,2914,2974
818,-0.350941,-12.41505,2897,2954
819,-0.358191,-12.64525,2915,2974
820,-0.365294,-12.86559,2919,8315
821,-0.370868,-13.05416,2947,3003
822,-0.379046,-13.27151,2929,2986
823,-0.385691,-13.45791,2969,3031
824,-0.392178,-13.63109,2917,2974
825,-0.398506,-13.79146,2908,2964
826,-0.404673,-13.93914,2928,2991
827,-0.410677,-14.07434,2904,2963
828,-0.416515,-14.19732,2908,2967
829,-0.422187,-14.30851,2913,2975
830,-0.427690,-14.40829,2920,8309
831,-0.431969,-14.47164,2946,3001
832,-0.438181,-14.57321,2935,2988
833,-0.443165,-14.64177,2986,3041
834,-0.447973,-14.69989,2920,2977
835,-0.452602,-14.74823,2919,2977
836,-0.457051,-14.78694,2922,2980
837,-0.461317,-14.81621,2913,2970
838,-0.465399,-14.83609,2918,2976
839,-0.469295,-14.84661,2915,2978
840,-0.473003,-14.84758,2916,8305
841,-0.475833,-14.80760,2953,3007
842,-0.479849,-14.81603,2931,2990
843,-0.482984,-14.78714,2964,3023
844,-0.485925,-14.74696,2903,2961
845,-0.488671,-14.69478,2923,2981
846,-0.491221,-14.62978,2915,2974
847,-0.493574,-14.55115,2910,2968
848,-0.495730,-14.45823,2933,2992
849,-0.497686,-14.35044,2914,2973
850,-0.499444,-14.22757,2908,8301
851,-0.500706,-14.05789,2932,2990
852,-0.502360,-13.93491,2926,2985
853,-0.503518,-13.77039,2946,3006
854,-0.504475,-13.59383,2902,2957
855,-0.505231,-13.40700,2904,2960
856,-0.505786,-13.21183,2909,2967
857,-0.506140,-13.01025,2907,2963
858,-0.506292,-12.80416,2907,2967
859,-0.506242,-12.59529,2893,2948
860,-0.505991,-12.38499,2928,8317
861,-0.505646,-12.13092,2937,2994
862,-0.504885,-11.96262,2922,2983
863,-0.504031,-11.75189,2977,3034
864,-0.502977,-11.53825,2902,2962
865,-0.501723,-11.32094,2920,2975
866,-0.500271,-11.09822,2900,2958
867,-0.498622,-10.86818,2895,2952
868,-0.496779,-10.62914,2907,2965
869,-0.494742,-10.37969,2911,2971
870,-0.492514,-10.11917,2911,8298
871,-0.490596,-9.79712,2925,2982
872,-0.487494,-9.57257,2933,2992
873,-0.484706,-9.28319,2968,3026
874,-0.481736,-8.98275,2901,2959
875,-0.478587,-8.67645,2914,2973
876,-0.475260,-8.36638,2910,2970
877,-0.471758,-8.05428,2911,2971
878,-0.468083,-7.74139,2906,2967
879,-0.464238,-7.42891,2923,2977
880,-0.460223,-7.11769,2909,8293
881,-0.456892,-6.74230,2953,3013
882,-0.451695,-6.51716,2933,2991
883,-0.447185,-6.21352,2961,3016
884,-0.442513,-5.90716,2911,2967
885,-0.437681,-5.60571,2916,2974
886,-0.432690,-5.30938,2919,2974
887,-0.427542,-5.01799,2919,2976
888,-0.422238,-4.73139,2927,2988
889,-0.416781,-4.44957,2918,2975
890,-0.411171,-4.17235,2920,8305
891,-0.406575,-3.81392,2941,2999
892,-0.399502,-3.65627,2933,2990
893,-0.393445,-3.39246,2976,3035
894,-0.387242,-3.12512,2912,2973
895,-0.380895,-2.86560,2903,2959
896,-0.374405,-2.61369,2917,2976
897,-0.367775,-2.36834,2904,2960
898,-0.361006,-2.12892,2909,2971
899,-0.354101,-1.89484,2926,2980
900,-0.347061,-1.66599,2907,8294
901,-0.341333,-1.34286,2935,2994
902,-0.332585,-1.25458,2930,2986
903,-0.325153,-1.03879,2983,3041
904,-0.317594,-0.81807,2900,2955
905,-0.309912,-0.60678,2916,2975
906,-0.302107,-0.40449,2909,2971
907,-0.294184,-0.20953,2912,2971
908,-0.286143,-0.02106,2899,2957
909,-0.277988,0.16137,2920,2983
910,-0.269721,0.33792,2919,8302
911,-0.263029,0.61581,2932,2988
912,-0.252863,0.64006,2921,2979
913,-0.244277,0.80227,2965,3031
914,-0.235589,0.96928,2913,2975
915,-0.226803,1.12616,2916,2977
916,-0.217922,1.27373,2919,2979
917,-0.208950,1.41386,2915,2972
918,-0.199888,1.54784,2909,2972
919,-0.190741,1.67672,2907,2969
920,-0.181513,1.80118,2917,8298
921,-0.174074,2.02981,2946,3005
922,-0.162825,2.00909,2914,2972
923,-0.153372,2.12584,2965,3022
924,-0.143852,2.25091,2914,2970
925,-0.134269,2.37289,2904,2962
926,-0.124627,2.49327,2919,2975
927,-0.114931,2.61417,2919,2978
928,-0.105185,2.73759,2905,2967
929,-0.095393,2.86490,2890,2947
930,-0.085559,2.99725,2907,8287
931,-0.077666,3.22827,2929,2983
932,-0.065787,3.25522,2912,2970
933,-0.055857,3.40600,2952,3009
934,-0.045903,3.57114,2897,2954
935,-0.035929,3.74062,2903,2961
936,-0.025941,3.91369,2913,2974
937,-0.015943,4.08997,2911,2972
938,-0.005938,4.26901,2908,2968
939,0.004070,4.45020,2907,2966
940,0.014077,4.63313,2918,8301
941,0.022079,4.88388,2921,2978
942,0.034072,4.98208,2937,2997
943,0.044054,5.16780,2965,3025
944,0.054020,5.36009,2906,2968
945,0.063968,5.55067,2905,2962
946,0.073894,5.73941,2908,2969
947,0.083795,5.92680,2898,2955
948,0.093667,6.11339,2905,2962
949,0.103507,6.29941,2908,2968
950,0.113311,6.48505,2918,8296
951,0.121127,6.71268,2950,3010
952,0.132800,6.84273,2922,2985
953,0.142477,7.02859,2962,3022
954,0.152105,7.21804,2922,2982
955,0.161679,7.40677,2916,2973
956,0.171195,7.59507,2919,2978
957,0.180650,7.78367,2915,2970
958,0.190040,7.97319,2925,2981
959,0.199359,8.16431,2909,2968
960,0.208603,8.35772,2931,8308
961,0.215942,8.57034,2929,2981
962,0.226849,8.74904,2955,3011
963,0.235842,8.95464,2980,3041
964,0.244741,9.16679,2923,2981
965,0.253542,9.38513,2909,2968
966,0.262239,9.61010,2915,2970
967,0.270829,9.84181,2912,2973
968,0.279306,10.07999,2918,2976
969,0.287665,10.32393,2908,2967
970,0.295902,10.57248,2933,8309
971,0.302400,10.80826,2946,3001
972,0.311992,11.07567,2930,2986
973,0.319838,11.32886,2967,3025
974,0.327546,11.57887,2906,2964
975,0.335112,11.82428,2912,2971
976,0.342534,12.06326,2925,2984
977,0.349809,12.29422,2925,2986
978,0.356934,12.51580,2922,2981
979,0.363906,12.72683,2933,2988
980,0.370724,12.92645,2919,8297
981,0.376067,13.08764,2952,3011
982,0.383890,13.28919,2939,2995
983,0.390234,13.45314,2983,3039
984,0.396416,13.60374,2924,2981
985,0.402435,13.74193,2916,2975
986,0.408288,13.86800,2926,2982
987,0.413976,13.98230,2918,2977
988,0.419496,14.08514,2915,2977
989,0.424846,14.17687,2903,2959
990,0.430025,14.25769,2917,8291
991,0.434044,14.29397,2944,3002
992,0.439864,14.38674,2927,2982
993,0.444520,14.43700,2980,3039
994,0.448999,14.47597,2910,2970
995,0.453299,14.50427,2905,2960
996,0.457419,14.52183,2923,2979
997,0.461355,14.52847,2908,2967
998,0.465108,14.52394,2922,2980
999,0.468676,14.50800,2916,2975
1000,0.472057,14.48038,2928,8295
1001,0.474626,14.40255,2942,3000
1002,0.478251,14.38603,2927,2981
1003,0.481062,14.32255,2975,3031
1004,0.483681,14.24605,2910,2968
1005,0.486105,14.15660,2924,2983
1006,0.488335,14.05418,2923,2985
1007,0.490368,13.93885,2898,2954
1008,0.492203,13.81093,2907,2964
1009,0.493840,13.67092,2917,2974
1010,0.495278,13.51965,2919,8291
1011,0.496283,13.31866,2936,2997
1012,0.497550,13.18434,2914,2973
1013,0.498383,13.00693,2949,3008
1014,0.499013,12.82335,2903,2964
1015,0.499439,12.63521,2909,2967
1016,0.499660,12.44408,2909,2969
1017,0.499676,12.25124,2919,2977
1018,0.499487,12.05769,2913,2968
1019,0.499093,11.86380,2893,2950
1020,0.498493,11.66948,2924,8292
1021,0.497866,11.42013,2944,3005
1022,0.496680,11.27647,2922,2980
1023,0.495468,11.07584,2978,3032
1024,0.494054,10.86720,2904,2958
1025,0.492440,10.64917,2897,2952
1026,0.490627,10.41968,2915,2974
1027,0.488618,10.17730,2910,2963
1028,0.486415,9.92118,2913,2972
1029,0.484020,9.65156,2905,2962
1030,0.481437,9.36950,2934,8306
1031,0.479236,9.02165,2948,3005
1032,0.475715,8.78340,2917,2976
1033,0.472581,8.47778,2970,3028
1034,0.469269,8.16457,2898,2958
1035,0.465780,7.84936,2920,2979
1036,0.462118,7.53390,2915,2973
1037,0.458284,7.21952,2927,2986
1038,0.454281,6.90711,2927,2987
1039,0.450110,6.59734,2923,2985
1040,0.445773,6.29046,2914,8286
1041,0.442185,5.91256,2949,3013
1042,0.436608,5.70247,2935,2999
1043,0.431783,5.40685,2976,3035
1044,0.426799,5.10904,2923,2981
1045,0.421656,4.81632,2923,2979
1046,0.416357,4.52902,2927,2986
1047,0.410903,4.24701,2910,2966
1048,0.405295,3.97001,2925,2980
1049,0.399535,3.69804,2915,2975
1050,0.393624,3.43108,2910,8283
1051,0.388789,3.07776,2950,3005
1052,0.381358,2.93431,2921,2979
1053,0.375005,2.68280,2982,3039
1054,0.368508,2.42871,2926,2983
1055,0.361868,2.18165,2907,2964
1056,0.355087,1.94173,2929,2989
1057,0.348168,1.70820,2916,2976
1058,0.341111,1.48069,2926,2984
1059,0.333920,1.25894,2917,2976
1060,0.326596,1.04286,2930,8298
1061,0.320642,0.73008,2948,3005
1062,0.311557,0.65333,2947,3007
1063,0.303846,0.45358,2977,3035
1064,0.296011,0.25057,2926,2982
1065,0.288054,0.05540,2944,3002
1066,0.279977,-0.13179,2944,3003
1067,0.271783,-0.31173,2920,2977
1068,0.263476,-0.48493,2928,2987
1069,0.255057,-0.65190,2907,2965
1070,0.246529,-0.81285,2916,8284
1071,0.239630,-1.07527,2962,3018
1072,0.229158,-1.08989,2941,3002
1073,0.220321,-1.23413,2963,3024
1074,0.211387,-1.38232,2946,3007
1075,0.202359,-1.52359,2921,2978
1076,0.193241,-1.65848,2930,2986
1077,0.184037,-1.78829,2925,2983
1078,0.174750,-1.91445,2918,2976
1079,0.165383,-2.03804,2921,2981
1080,0.155941,-2.16019,2937,8304
1081,0.148337,-2.38460,2973,3032
1082,0.136848,-2.38073,2940,2998
1083,0.127204,-2.50454,2968,3021
1084,0.117501,-2.63928,2935,2993
1085,0.107743,-2.77700,2921,2983
1086,0.097935,-2.91859,2911,2968
1087,0.088080,-3.06502,2914,2974
1088,0.078184,-3.21695,2916,2981
1089,0.068251,-3.37463,2910,2966
1090,0.058284,-3.53812,2904,8274
1091,0.050290,-3.78667,2940,2997
1092,0.038269,-3.86060,2924,2983
1093,0.028227,-4.03708,2956,3012
1094,0.018169,-4.22343,2921,2977
1095,0.008096,-4.41116,2909,2966
1096,-0.001986,-4.59916,2920,2978
1097,-0.012075,-4.78695,2928,2985
1098,-0.022167,-4.97441,2914,2970
1099,-0.032258,-5.16136,2902,2961
1100,-0.042346,-5.34779,2923,8284
1101,-0.050412,-5.58802,2934,2994
1102,-0.062498,-5.70338,2928,2985
1103,-0.072556,-5.88941,2969,3029
1104,-0.082598,-6.08086,2907,2963
1105,-0.092621,-6.27149,2921,2976
1106,-0.102621,-6.46146,2916,2972
1107,-0.112594,-6.65166,2916,2972
1108,-0.122537,-6.84270,2920,2976
1109,-0.132447,-7.03512,2930,2988
1110,-0.142320,-7.22940,2896,8264
1111,-0.152151,-7.42612,2934,2988
1112,-0.161938,-7.62568,2937,2995
1113,-0.171675,-7.82863,2971,3032
1114,-0.181359,-8.03549,2912,2967
1115,-0.190985,-8.24692,2932,2991
1116,-0.200550,-8.46349,2920,2980
1117,-0.210047,-8.68582,2928,2985
1118,-0.219474,-8.91447,2927,2982
1119,-0.228824,-9.14995,2924,2983
1120,-0.238095,-9.39247,2948,8305
1121,-0.245450,-9.63072,2967,3030
1122,-0.256376,-9.89807,2933,2990
1123,-0.265377,-10.16144,2974,3029
1124,-0.274279,-10.42920,2916,2974
1125,-0.283078,-10.70066,2903,2963
1126,-0.291770,-10.97431,2911,2971
1127,-0.300351,-11.24850,2910,2968
1128,-0.308816,-11.52145,2922,2981
1129,-0.317163,-11.79147,2932,2992
1130,-0.325387,-12.05707,2929,8291
1131,-0.331875,-12.27927,2963,3023
1132,-0.341454,-12.57447,2928,2985
1133,-0.349291,-12.82112,2976,3030
1134,-0.356992,-13.05688,2921,2978
1135,-0.364555,-13.28373,2904,2960
1136,-0.371978,-13.50145,2915,2972
1137,-0.379256,-13.70977,2926,2986
1138,-0.386389,-13.90846,2921,2979
1139,-0.393372,-14.09733,2913,2970
1140,-0.400203,-14.27617,2922,8283
1141,-0.405558,-14.39818,2931,2989
1142,-0.413401,-14.60634,2937,2995
1143,-0.419761,-14.75534,2967,3023
1144,-0.425958,-14.89133,2914,2971
1145,-0.431990,-15.01599,2915,2975
1146,-0.437854,-15.12909,2907,2964
1147,-0.443547,-15.23026,2916,2977
1148,-0.449066,-15.31917,2918,2977
1149,-0.454408,-15.39550,2916,2974
1150,-0.459571,-15.45898,2921,8278
1151,-0.463570,-15.46250,2938,2997
1152,-0.469346,-15.54304,2922,2981
1153,-0.473952,-15.56756,2950,3007
1154,-0.478368,-15.57906,2918,2974
1155,-0.482589,-15.57788,2917,2974
1156,-0.486613,-15.56454,2919,2976
1157,-0.490437,-15.53975,2918,2979
1158,-0.494059,-15.50447,2919,2975
1159,-0.497475,-15.45985,2905,2959
1160,-0.500683,-15.40730,2910,8270
1161,-0.503681,-15.34825,2944,3006
1162,-0.506466,-15.28428,2938,2996
1163,-0.509036,-15.21684,2974,3032
1164,-0.511390,-15.14715,2890,2946
1165,-0.513524,-15.07586,2923,2980
1166,-0.515440,-15.00304,2907,2966
1167,-0.517134,-14.92791,2896,2952
1168,-0.518608,-14.84871,2918,2979
1169,-0.519861,-14.76257,2913,2971
1170,-0.520892,-14.66578,2906,8265
1171,-0.521705,-14.55396,2932,2987
1172,-0.522299,-14.42250,2911,2970
1173,-0.522677,-14.26704,2961,3021
1174,-0.522840,-14.08442,2907,2965
1175,-0.522792,-13.87318,2915,2973
1176,-0.522534,-13.63411,2897,2954
1177,-0.522071,-13.37009,2908,2964
1178,-0.521403,-13.08593,2909,2966
1179,-0.520535,-12.78730,2905,2963
1180,-0.519467,-12.47994,2923,8279
1181,-0.518202,-12.16872,2942,3002
1182,-0.516743,-11.85708,2917,2975
1183,-0.515091,-11.54715,2957,3013
1184,-0.513246,-11.23976,2906,2965
1185,-0.511211,-10.93476,2898,2956
1186,-0.508988,-10.63128,2912,2968
1187,-0.506576,-10.32826,2910,2965
1188,-0.503978,-10.02459,2912,2970
1189,-0.501195,-9.71934,2920,2978
1190,-0.498227,-9.41163,2907,8267
1191,-0.495721,-9.03794,2934,2989
1192,-0.491744,-8.79848,2923,2983
1193,-0.488231,-8.48418,2961,3016
1194,-0.484540,-8.16297,2904,2962
1195,-0.480671,-7.84063,2913,2970
1196,-0.476625,-7.51818,2923,2976
1197,-0.472406,-7.19644,2904,2959
1198,-0.468013,-6.87592,2914,2973
1199,-0.463448,-6.55734,2906,2964
1200,-0.458714,-6.24132,2915,8270
1201,-0.454804,-5.85298,2952,3008
1202,-0.448740,-5.63740,2924,2982
1203,-0.443503,-5.33227,2973,3034
1204,-0.438102,-5.02479,2919,2984
1205,-0.432538,-4.72374,2906,2962
1206,-0.426813,-4.42949,2912,2972
1207,-0.420929,-4.14147,2905,2964
1208,-0.414887,-3.85943,2928,2986
1209,-0.408689,-3.58318,2914,2973
1210,-0.402337,-3.31263,2904,8258
1211,-0.395832,-3.04751,2935,2992
1212,-0.389178,-2.78783,2920,2975
1213,-0.382375,-2.53352,2960,3018
1214,-0.375427,-2.28461,2914,2971
1215,-0.368334,-2.04088,2927,2984
1216,-0.361100,-1.80239,2920,2978
1217,-0.353727,-1.56915,2925,2983
1218,-0.346217,-1.34126,2915,2972
1219,-0.338572,-1.11858,2907,2960
1220,-0.330796,-0.90129,2922,8272
1221,-0.324481,-0.59028,2946,3008
1222,-0.314857,-0.51502,2925,2983
1223,-0.306701,-0.31180,2969,3029
1224,-0.298422,-0.10425,2920,2977
1225,-0.290025,0.09284,2905,2963
1226,-0.281513,0.27999,2914,2973
1227,-0.272887,0.45898,2921,2978
1228,-0.264152,0.63073,2893,2952
1229,-0.255311,0.79576,2903,2960
1230,-0.246365,0.95437,2915,8265
1231,-0.239137,1.21057,2936,2996
1232,-0.228177,1.22062,2914,2975
1233,-0.218940,1.36374,2957,3017
1234,-0.209612,1.51134,2905,2964
1235,-0.200198,1.64963,2915,2970
1236,-0.190700,1.78008,2915,2976
1237,-0.181123,1.90484,2900,2954
1238,-0.171471,2.02571,2908,2967
1239,-0.161747,2.14415,2903,2963
1240,-0.151955,2.26170,2919,8272
1241,-0.142101,2.37967,2927,2985
1242,-0.132188,2.49940,2922,2977
1243,-0.122220,2.62218,2964,3023
1244,-0.112203,2.74933,2909,2969
1245,-0.102140,2.88181,2904,2964
1246,-0.092036,3.02037,2917,2976
1247,-0.081896,3.16542,2911,2971
1248,-0.071725,3.31719,2913,2973
1249,-0.061526,3.47537,2891,2951
1250,-0.051304,3.63947,2904,8252
1251,-0.041063,3.80872,2926,2984
1252,-0.030808,3.98238,2918,2976
1253,-0.020543,4.15956,2963,3021
1254,-0.010271,4.33940,2910,2966
1255,0.000003,4.52119,2912,2973
1256,0.010277,4.70430,2906,2964
1257,0.020545,4.88840,2901,2957
1258,0.030806,5.07310,2910,2967
1259,0.041055,5.25820,2898,2958
1260,0.051288,5.44356,2902,8250
1261,0.061504,5.62926,2930,2986
1262,0.071697,5.81527,2904,2959
1263,0.081865,6.00167,2958,3015
1264,0.092005,6.18854,2906,2965
1265,0.102113,6.37613,2898,2958
1266,0.112185,6.56456,2905,2964
1267,0.122218,6.75407,2903,2959
1268,0.132208,6.94487,2910,2970
1269,0.142151,7.13741,2904,2968
1270,0.152044,7.33200,2913,8261
1271,0.161882,7.52909,2920,2981
1272,0.171662,7.72918,2933,2989
1273,0.181379,7.93294,2973,3029
1274,0.191028,8.14097,2919,2978
1275,0.200606,8.35395,2918,2977
1276,0.210108,8.57251,2926,2984
1277,0.219529,8.79730,2924,2981
1278,0.228865,9.02874,2928,2989
1279,0.238111,9.26705,2920,2984
1280,0.247262,9.51215,2917,8258
1281,0.256314,9.76366,2942,3000
1282,0.265263,10.02080,2922,2982
1283,0.274103,10.28244,2974,3032
1284,0.282832,10.54720,2908,2962
1285,0.291444,10.81345,2921,2981
1286,0.299935,11.07954,2919,2977
1287,0.308303,11.34379,2913,2971
1288,0.316543,11.60459,2912,2973
1289,0.324652,11.86053,2906,2963
1290,0.332627,12.11036,2910,8256
1291,0.340464,12.35312,2948,3003
1292,0.348162,12.58795,2936,2994
1293,0.355716,12.81424,2979,3036
1294,0.363125,13.03151,2926,2987
1295,0.370386,13.23945,2915,2973
1296,0.377496,13.43779,2926,2981
1297,0.384453,13.62634,2918,2979
1298,0.391255,13.80495,2921,2978
1299,0.397898,13.97348,2921,2978
1300,0.404381,14.13179,2916,8262
1301,0.410702,14.27971,2940,2995
1302,0.416857,14.41707,2931,2990
1303,0.422845,14.54364,2969,3026
1304,0.428663,14.65917,2920,2975
1305,0.434309,14.76345,2916,2976
1306,0.439781,14.85618,2930,2985
1307,0.445075,14.93710,2913,2974
1308,0.450190,15.00595,2938,2995
1309,0.455124,15.06249,2917,2974
1310,0.459874,15.10654,2914,8257
1311,0.464438,15.13789,2949,3008
1312,0.468812,15.15645,2925,2981
1313,0.472996,15.16220,2967,3028
1314,0.476987,15.15518,2909,2970
1315,0.480782,15.13546,2913,2973
1316,0.484379,15.10327,2919,2979
1317,0.487777,15.05887,2915,2974
1318,0.490973,15.00268,2926,2983
1319,0.493964,14.93509,2906,2969
1320,0.496750,14.85664,2927,8267
1321,0.499328,14.76791,2917,2977
1322,0.501696,14.66955,2920,2977
1323,0.503853,14.56218,2981,3036
1324,0.505798,14.44643,2913,2970
1325,0.507528,14.32296,2909,2965
1326,0.509044,14.19239,2901,2958
1327,0.510343,14.05514,2901,2958
1328,0.511426,13.91165,2901,2960
1329,0.512292,13.76215,2907,2967
1330,0.512940,13.60672,2919,8261
1331,0.513371,13.44504,2922,2981
1332,0.513586,13.27667,2919,2975
1333,0.513585,13.10077,2958,3018
1334,0.513368,12.91623,2907,2967
1335,0.512938,12.72171,2915,2971
1336,0.512297,12.51560,2911,2966
1337,0.511445,12.29647,2904,2962
1338,0.510385,12.06313,2910,2973
1339,0.509119,11.81491,2915,2971
1340,0.507650,11.55163,2911,8254
1341,0.505980,11.27402,2930,2988
1342,0.504112,10.98347,2901,2959
1343,0.502049,10.68199,2956,3013
1344,0.499793,10.37168,2912,2974
1345,0.497346,10.05490,2911,2967
1346,0.494711,9.73376,2913,2971
1347,0.491889,9.41008,2913,2971
1348,0.488884,9.08512,2904,2965
1349,0.485696,8.75995,2902,2962
1350,0.482328,8.43527,2918,8257
1351,0.478782,8.11162,2947,3004
1352,0.475058,7.78920,2933,2990
1353,0.471159,7.46834,2979,3039
1354,0.467086,7.14928,2930,2991
1355,0.462840,6.83237,2921,2977
1356,0.458423,6.51771,2906,2965
1357,0.453836,6.20573,2916,2976
1358,0.449081,5.89673,2925,2984
1359,0.444159,5.59107,2908,2970
1360,0.439071,5.28915,2926,8264
1361,0.433818,4.99116,2941,3002
1362,0.428403,4.69751,2927,2986
1363,0.422827,4.40847,2958,3013
1364,0.417090,4.12439,2917,2977
1365,0.411196,3.84528,2916,2974
1366,0.405144,3.57142,2925,2979
1367,0.398938,3.30293,2913,2970
1368,0.392578,3.03997,2929,2990
1369,0.386067,2.78241,2925,2985
1370,0.379405,2.53037,2915,8251
1371,0.372597,2.28385,2939,2995
1372,0.365642,2.04291,2918,2975
1373,0.358545,1.80736,2961,3019
1374,0.351305,1.57729,2911,2971
1375,0.343927,1.35270,2917,2973
1376,0.336412,1.13368,2919,2977
1377,0.328763,0.92009,2924,2984
1378,0.320982,0.71208,2922,2981
1379,0.313072,0.50973,2913,2970
1380,0.305036,0.31317,2922,8263
1381,0.296876,0.12234,2951,3012
1382,0.288595,-0.06259,2940,2998
1383,0.280197,-0.24158,2966,3022
1384,0.271683,-0.41456,2929,2987
1385,0.263057,-0.58146,2919,2979
1386,0.254323,-0.74249,2936,2996
1387,0.245482,-0.89766,2934,2993
1388,0.236540,-1.04712,2924,2980
1389,0.227498,-1.19107,2942,3002
1390,0.218362,-1.33001,2926,8261
1391,0.210986,-1.56971,2956,3010
1392,0.199816,-1.56907,2924,2980
1393,0.190415,-1.69522,2982,3041
1394,0.180932,-1.82703,2924,2984
1395,0.171373,-1.95552,2927,2987
1396,0.161742,-2.08172,2925,2982
1397,0.152042,-2.20722,2926,2987
1398,0.142278,-2.33374,2923,2980
1399,0.132455,-2.46257,2918,2975
1400,0.122577,-2.59494,2906,8240
1401,0.112648,-2.73177,2936,2993
